signature,entropy,frequency,bug_count
igd10umd32.dll@0x1195c,0.08143773176420468,2,1
_purecall | nsWindow::Show(int),0.0,1,1
js_ConcatStrings,0.18909255736720781,5,5
libobjc.A.dylib@0x511c,0.16287546352840937,4,1
nvwgf2um.dll@0xcfcc8,0.08143773176420468,2,1
nsCSSCompressedDataBlock::Destroy(),0.37167009619327906,25,1
hang | NtUserMessageCall | SendMessageW,0.4695635509526715,272,1
js::Parser::memberExpr(int),0.16287546352840937,4,1
"je_free | js::gc::Arena::finalize<JSObject>(JSContext*, js::gc::AllocKind, unsigned int)",0.46644632658323015,91,1
JSJ_HashTableAdd,0.08143773176420468,2,1
js_GetGCStringRuntime,0.0,1,1
DefinePropertyIfFound,0.539452321923,225,1
js_ValueToNumber,0.2705302891314126,10,7
"nsAccessibilityService::GetAccessible(nsIDOMNode*, nsIPresShell*, nsIWeakReference*, nsIFrame**, int*, nsIAccessible**)",0.08143773176420468,2,1
StrChrIA,0.5887944991171974,837,3
FreeArenaList,0.33054059688162035,18,2
@0x0 | HIObject::Destruct(),0.15651746466152594,5,1
"nsNodeWeakReference::QueryReferent(nsID const&, void**)",0.4970309332975308,135,1
XPCWrappedNative::GetNewOrUsed,0.1290757509900526,3,1
nanojit::Assembler::asm_cmp(nanojit::LIns*),0.15651746466152594,5,1
GetElement,0.16327740716919728,15,3
nsXULDocument::ResumeWalk(),0.2715687054086482,13,1
"mozilla::ipc::RPCChannel::RPCFrame::Describe(int*, char const**, char const**, char const**)",0.12215659764630703,4,1
nsEventStateManager::FireContextClick,0.0,1,1
FinalizeArenaList<JSString>,0.4716069213872468,148,1
js_GetClassPrototype,0.1290757509900526,3,2
"nsXPTCStubBase::QueryInterface(nsID const&, void**)",0.44406525433354216,64,1
RtlpWaitOnCriticalSection | RtlAddAccessAllowedAce | PR_Lock,0.23342072743106987,15,1
JS_IsAboutToBeFinalized,0.37986611895725564,28,1
mozilla::layers::ImageLayerOGL::RenderLayer,0.20536822413038452,16,1
"js::types::TypeCompartment::markSetsUnknown(JSContext*, js::types::TypeObject*)",0.5085756121084518,185,1
nsDocAccessible::RefreshNodes(nsIDOMNode*),0.08143773176420468,2,1
sqlite3BtreeClose,0.20535669374824558,7,1
2zbar.dll@0x3b3c7,0.15651746466152594,5,1
"memcpy | nsCharTraits<unsigned short>::copy(unsigned short*, unsigned short const*, unsigned int)",0.08143773176420468,2,1
"nsDocLoader::QueryInterface(nsID const&, void**)",0.3163191118942683,20,1
"nsTArray<nsHttpHeaderArray::nsEntry, nsTArrayDefaultAllocator>::IndexOf<nsHttpAtom, nsHttpHeaderArray::nsEntry::MatchHeader>(nsHttpAtom const&, unsigned int, nsHttpHeaderArray::nsEntry::MatchHeader const&) | nsHttpChannel::AddCacheEntryHeaders(nsICache...",0.1290757509900526,3,1
str_split,0.0,1,2
chromehang | NtQueryFullAttributesFile,0.2811897908051327,16,2
"nsDocShell::GetInterface(nsID const&, void**)",0.3303080319980719,23,1
nsCOMPtr_base::~nsCOMPtr_base() | nsInterfaceRequestorAgg::Release(),0.08143773176420468,2,1
hang | F_1203669909__________________________,0.5349328786744902,369,1
nsGenericHTMLElement::CopyInnerTo(nsGenericElement*),0.28882653536570574,13,1
nsPluginInstanceOwner::Destroy(),0.0,1,1
JS_GetParent,0.2151262516500877,9,2
small_malloc_from_free_list | szone_malloc_should_clear,0.08143773176420468,2,1
GetPropertyHelper<js::mjit::ic::GetElementIC>::lookup(),0.09833758803338306,12,1
msvcr80.dll@0x173f2,0.30135541717558345,13,1
pthread_mutex_lock,0.4219933365028906,142,7
PKIX_RevocationChecker_Create,0.0,1,1
_purecall | base::ObjectWatcher::Watch::Run(),0.5146053832454298,330,1
PR_FindFunctionSymbol,0.3412157972177727,30,2
"PL_DHashTableOperate | free | nsEventListenerManager::AddEventListenerByType(nsIDOMEventListener*, nsAString_internal const&, int, nsIDOMEventGroup*)",0.38106773146101647,38,1
send,0.5383563720938562,2460,3
"nsWindow::WindowProcInternal(HWND__*, unsigned int, unsigned int, long)",0.5604999630108424,436,2
nsIFrame::GetOffsetTo,0.2521145435736637,11,1
nsNPAPIPluginInstance::ForceRedraw,0.3130315833056093,299,2
xpc::AccessCheck::isChrome(JSCompartment*),0.3871007992231024,59,1
GetMovieRate_priv,0.08143773176420468,2,1
nsExternalAppHandler::OpenWithApplication(),0.5033566113342253,185,1
HashMgr::~HashMgr(),0.3678997930563207,26,1
SynthesizeFrame,0.2035943294105117,8,1
"mozalloc_abort(char const* const) | mozalloc_handle_oom() | std::_Allocate<MessageLoop::PendingTask>(unsigned int, MessageLoop::PendingTask*)",0.2783782592244278,12,1
QTMLGrabMutex,0.3161449482129927,23,1
nsComponentManagerImpl::KnownModule::Description(),0.25233690872659253,31,1
hang | InternalFindAtom,0.20535669374824558,7,2
@0x0 | nsDisplayClip::GetBounds(nsDisplayListBuilder*),0.5320589379999087,263,1
JSString::mark(JSTracer*),0.5594133719987514,341,1
memmove | F_137635984_________________________________,0.0,1,1
chromehang | ZwClose,0.2811897908051327,16,1
chromehang | NtGdiGetFontData,0.3073099441220331,15,1
"IsAboutToBeFinalized(JSContext*, void*)",0.3861259146706378,33,1
CSSStyleRuleImpl::Release(),0.295211777645242,16,1
JSScope::trace(JSTracer*),0.36271396518328786,31,1
hang | NtDelayExecution,0.48435346719413863,339,1
sqlite3DbFree,0.13593426053983765,13,1
js_FindXMLProperty,0.0,2,1
nsCachedStyleData::GetStyleDisplay(),0.33287370246189923,17,1
fun_bind,0.0,1,1
atidxx32.dll@0x3e7c3,0.20539045559481234,12,1
RtlpWaitOnCriticalSection | RtlDeNormalizeProcessParams,0.5635308029896902,2299,1
hang | F_839780673_______________________________,0.5775276480499133,873,1
"js::Shape::newDictionaryShape(JSContext*, js::Shape const&, js::Shape**)",0.24431319529261405,8,1
args_resolve,0.39953635090500933,84,1
"nsRuleNode::GetStyleDisplay(nsStyleContext*, int)",0.43434819909129097,54,1
@0x0 | CallResolveOp,0.539452321923,225,1
"nsXMLHttpRequest::StreamReaderFunc(nsIInputStream*, void*, char const*, unsigned int, unsigned int, unsigned int*)",0.0,1,1
wmvdmod.dll@0x57349,0.0,1,1
GetScopeOfObject,0.0,1,1
avgssff7.dll@0x56829,0.16287546352840937,4,1
FinderKit@0x7c438,0.2420964375306899,198,1
CDevice::DriverInternalError(long),0.4267792044477625,705,1
nsDisplayClip::GetBounds(nsDisplayListBuilder*),0.5320589379999087,263,1
nsHTMLTextAreaElement::Select(),0.08143773176420468,2,1
nsHttpChannel::Connect(int),0.22862461710944693,7,1
"AffixMgr::isRevSubset(char const*, char const*, int)",0.08143773176420468,2,2
memcpy | fts3NodeAddTerm,0.6050635735458713,1275,1
kbdsock.dll@0x4154,0.0,1,1
nsAttrAndChildArray::RemoveChildAt,0.08143773176420468,2,2
nsXPTCStubBase::QueryInterface,0.44406525433354216,64,1
glitter_scan_converter_render,0.3554768106851669,31,1
"nsIMEStateManager::OnTextStateFocus(nsPresContext*, nsIContent*)",0.08143773176420468,2,2
jvm.dll@0x5e5c2,0.5460004667318746,676,1
jvm.dll@0x5e5c4,0.5460004667318746,676,1
"nsStringBundleService::getStringBundle(char const*, nsIStringBundle**)",0.08143773176420468,2,1
"nsBlockFrame::GetChildLists(nsTArray<mozilla::layout::FrameChildList, nsTArrayDefaultAllocator>*)",0.29895537993745047,23,1
qcms_transform_data_rgba_out_lut_sse2,0.41156910951161163,92,2
Flash Player@0x2d434c,0.07507973289732126,10,1
"nsHTMLCanvasElement::GetContext(nsAString_internal const&, unsigned __int64 const&, nsISupports**)",0.0,1,1
"nsDiskCacheBlockFile::Open(nsILocalFile*, unsigned int, unsigned int)",0.21132330912970942,11,1
"CallQueryInterface<nsISupports, nsXPCOMCycleCollectionParticipant>(nsISupports*, nsXPCOMCycleCollectionParticipant**)",0.24431319529261405,8,2
nsCOMPtr_base::assign_assuming_AddRef(nsISupports*),0.1290757509900526,3,1
"nsSimpleURI::SchemeIs(char const*, int*)",0.3654211034190315,29,1
nsTextServicesDocument::IsBlockNode(nsIContent*),0.0,1,1
"XPCNativeInterface::GetNewOrUsed(XPCCallContext&, nsID const*)",0.1290757509900526,3,1
tfpupwdbankex.dll@0x9e26,0.24834045993162066,22,1
"memcpy | nsACString_internal::Replace(unsigned int, unsigned int, char const*, unsigned int)",0.2964515798868058,15,1
js::mjit::JITScript::purgePICs,0.3530110996651568,37,1
js::gc::GetGCThingTraceKind(void const*),0.5654714142448736,317,1
PR_ExitMonitor,0.33471669015524885,23,1
RtlpFindUCREntry,0.12215659764630703,4,1
scanVisitor::VisitNode(PtrInfo*),0.12215659764630703,4,1
"mozalloc_abort(char const* const) | mozalloc_handle_oom() | nsScriptableUnicodeConverter::ConvertFromUnicodeWithLength(nsAString_internal const&, int*, char**)",0.32909529372666435,43,1
F1546913566_____________________________________,0.5562297750273925,1185,1
F_437410032______________________________________________________________,0.406803149351156,54,1
NSLinkModule,0.07478392981391614,3,1
nsDocShell::InternalLoad,0.0,1,1
"nsPluginStreamListenerPeer::ServeStreamAsFile(nsIRequest*, nsISupports*)",0.3727836587922477,83,1
js_DecompileValueGenerator,0.16287546352840937,4,1
hang | F_1440697021____________________________________________________,0.6370393747791826,9000,1
"js::DefaultValue(JSContext*, JSObject*, JSType, JS::Value*)",0.4053485609958623,68,1
NS_strlen(unsigned short const*),0.1427371567485724,9,1
nsMimeTypeArray::GetMimeTypes(),0.31706517467741463,30,1
pcache1Fetch,0.5205179770565808,128,1
gfxTextRun::GetChar,0.08143773176420468,2,1
nsDiskCacheMap::DeleteRecord,0.6015859816980551,1357,1
nsPurpleBuffer::Put(nsISupports*),0.26716780396502343,16,1
js::gc::MarkId,0.48103290682680644,144,1
RtlpTpWorkCallback,0.5158282064107821,3874,2
IcedTeaPlugin.so@0x7cfc,0.1290757509900526,3,2
nsXBLBinding::AllowScripts(),0.3798182324599177,32,1
F967418395______________________________,0.3728659003456928,47,1
RegisterGuidsApiCallback,0.5635308029896902,2299,1
nvapi.dll@0x75e2e,0.3211468603322575,25,1
row_callback,0.0,1,1
"nsPropertyTable::GetPropertyListFor(unsigned short, nsIAtom*)",0.2581515019801053,9,1
"nsBufferedOutputStream::Write(char const*, unsigned int, unsigned int*)",0.19958969365475793,12,1
"IsAboutToBeFinalized(JSContext*, void const*)",0.5656699172177049,406,1
tfpupwdbankex.dll@0x9f76,0.24834045993162066,22,1
@0x0 | JSC::Yarr::execute,0.5599132263392933,347,1
"nsPropertyTable::GetPropertyInternal(nsPropertyOwner, unsigned short, nsIAtom*, int, unsigned int*)",0.22618212631631757,13,2
JS_GetGlobalObject,0.27063642968879525,15,2
sqlite3_initialize,0.1290757509900526,3,1
_SEH_epilog4,0.3347560869384862,28,3
"@0x0 | nsDocShell::SetHistoryEntry(nsCOMPtr<nsISHEntry>*, nsISHEntry*)",0.2461093214769147,12,2
@0x0 | F1661783649________________,0.4790335516513828,145,1
"@0x0 | nsPluginStreamListenerPeer::SetUpStreamListener(nsIRequest*, nsIURI*)",0.4769172539317146,85,1
"nsRuleNode::GetStyleUIReset(nsStyleContext*, int)",0.21051348275425724,6,1
"nsHTMLAnchorElement::UnbindFromTree(int, int)",0.1290757509900526,3,1
fb_addon4.dll@0x27421,0.37827214132741876,113,1
nsDocShell::GetAllowDNSPrefetch(int*),0.0,1,1
mozalloc_abort(char const* const) | NS_DebugBreak_P | nsCycleCollectorGCHookRunnable::Run(),0.3038248993991985,55,1
"nsBlockFrame::BuildDisplayList(nsDisplayListBuilder*, nsRect const&, nsDisplayListSet const&)",0.5205179162934013,201,1
RtlpWaitOnCriticalSection | RtlpDeCommitFreeBlock | libvlccore.dll@0x9fcce,0.5268780374142732,2152,1
F1330478284_________________________________________,0.18909255736720781,5,1
nsLayoutUtils::GetCrossDocParentFrame,0.24005422825472644,9,1
RtlpWaitOnCriticalSection | RtlpDeCommitFreeBlock | nvlsp.dll@0x5d40,0.43392300085089947,515,1
js_SetProtoOrParent,0.08143773176420468,2,2
JS_LookupProperty,0.0,1,1
_VEC_memcpy,0.45864989885664315,84,2
objc_msgSend | HPSmartPrint@0xe1ef,0.0,1,1
JSLinearString::mark,0.24005422825472644,9,1
mozilla::plugins::child::_geturlnotify,0.0,1,1
hang | NtUserCallOneParam,0.3608206537098993,27,1
datamngrhlp.dll@0x4808,0.5597617144253467,1788,1
__entry_from_strcat_in_strcpy,0.15003851475250876,7,1
nsRegion::SetToElements(unsigned int),0.5044051636732237,143,1
PL_DHashTableOperate | nsTHashtable<nsDOMStorageEntry>::RemoveEntry(void const*),0.1290757509900526,3,1
"nsRuleNode::Transition(nsIStyleRule*, unsigned char, unsigned char)",0.4484260570935462,66,1
nsCacheService::DoomEntry_Internal(nsCacheEntry*),0.3740784459718257,35,2
nsIFrame::GetOrdinal(nsBoxLayoutState&),0.16287546352840937,4,1
chromehang | kernelbase.dll@0x141f,0.21051348275425724,6,1
GetPropertyDescriptorById,0.2817282642151927,11,1
js::InvokeKernel,0.45021591479537304,105,1
nsDeque::PopFront(),0.0,1,1
"js::detail::HashTable<unsigned int const, js::HashSet<unsigned int, js::AtomHasher, js::SystemAllocPolicy>::SetOps, js::SystemAllocPolicy>::prepareHash(JSString* const&)",0.0,1,1
extent_tree_ad_s_RB_REMOVE_COLOR,0.08143773176420468,2,1
sqlite3DbMallocRaw,0.5355318425140084,325,3
DoStopPlugin,0.3833856153163062,35,2
oggplay_buffer_set_last_data,0.0,1,5
"nsDisplayTransform::GetResultingTransformMatrix(nsIFrame const*, nsPoint const&, float, nsRect const*, nsIFrame**)",0.0,1,1
"nsCOMPtr_base::~nsCOMPtr_base() | nsTHashtable<nsBaseHashtableET<PrefCallback, nsAutoPtr<PrefCallback> > >::s_ClearEntry(PLDHashTable*, PLDHashEntryHdr*)",0.044266655321848,8,1
CFStringGetLength,0.21290831766665813,18,1
F1786948743_______________________________,0.5003419947723088,231,1
agcore.dll@0x5114b2,0.07478392981391614,3,1
js_SweepScopeProperties,0.2669214038944282,11,1
js_EqualStrings,0.3344324447382981,21,2
"mozilla::dom::PContentDialogParent::CreateSharedMemory(unsigned int, mozilla::ipc::SharedMemory::SharedMemoryType, bool, int*)",0.0,1,1
find_objects_by_template,0.12215659764630703,4,1
coreclr.dll@0xbaf32,0.47123993571658,107,1
nssPKIObject_Lock,0.08143773176420468,2,1
@0x0 | nsDocShell::Destroy(),0.14597560725923098,6,1
js::mjit::JITScript::sweepCallICs,0.1290757509900526,3,1
gbmzh_bb.dll@0x1142c,0.5128017164895039,1074,1
SocketWrite,0.5351864156424384,431,1
__addAltHandler2,0.20840418894758625,134,1
NtWaitForSingleObject,0.0,1,1
js_TryValueOf,0.5692793864794163,424,1
nsIFrame::GetUsedBorderAndPadding(),0.31037804292806653,26,1
vdbeFreeOpArray,0.0,1,1
nsGetInterface::operator(),0.0,1,2
HeapDestroy,0.23419667844278114,29,1
"js::detail::HashTable<js::Shape* const, js::HashSet<js::Shape*, js::ShapeHasher, js::SystemAllocPolicy>::SetOps, js::SystemAllocPolicy>::lookup(js::Shape const* const&, unsigned int, unsigned int)",0.463036016643009,87,1
objc_msgSend | __CFDictionaryFindBuckets1b,0.0,1,1
JS_GetOptions,0.12215659764630703,4,2
NewGCThing<JSFunction>,0.5052635692831825,146,1
"nsDisplayText::Paint(nsDisplayListBuilder*, nsIRenderingContext*)",0.43574582692489433,97,2
nsBidiPresUtils::Resolve(nsBlockFrame*),0.2581515019801053,9,1
"js::Interpret(JSContext*, js::StackFrame*, unsigned int, js::InterpMode)",0.4411873368003006,154,2
F369423984__________________,0.3350933021392366,35,1
nsBuiltinDecoderStateMachine::ScheduleStateMachine(__int64),0.24383366704732942,26,1
js_GetIndexFromBytecode,0.5639668121394454,1653,1
F_1360900201_______________________________,0.34647890359989353,27,1
nsGlobalWindow::cycleCollection::UnmarkPurple(nsISupports*),0.43623929974165604,110,2
InternalCallWinProc,0.5825512978687701,476,3
SuppressDeletedPropertyHelper<SingleIdPredicate>,0.08143773176420468,2,1
"WaitForSingleObject | google_breakpad::ExceptionHandler::WriteMinidumpOnHandlerThread(_EXCEPTION_POINTERS*, MDRawAssertionInfo*)",0.2669214038944282,11,1
objc_msgSend | __PRETTY_FUNCTION__.174748,0.23184183509252804,28,1
gfxContext::gfxContext(gfxASurface*),0.38623739548068253,57,3
"nsTreeBodyFrame::PaintColumn(nsTreeColumn*, nsRect const&, nsPresContext*, nsIRenderingContext&, nsRect const&)",0.0,1,1
hash_access,0.4841981393578358,306,1
js::gc::MarkAtomRange,0.6070862460638492,603,2
nsBlockFrame::DestroyFrom(nsIFrame*),0.45456595701640085,75,1
"mozilla::gfx::BaseRect<int, nsRect, nsPoint, nsSize, nsMargin>::UnionEdges(nsRect const&)",0.19370098143124076,90,1
"nsTArray<nsCOMPtr<nsIAtom>, nsTArrayDefaultAllocator>::Clear | nsAttrValue::EnsureEmptyMiscContainer",0.1290757509900526,3,1
"CD3DBase::SetTexture(unsigned long, IDirect3DBaseTexture9*)",0.0,1,1
nsZipArchive::GetData(nsZipItem*),0.37252883652265306,33,2
"nsFloatManager::GetFlowArea(int, nsFloatManager::BandInfoType, int, nsRect, nsFloatManager::SavedState*)",0.1290757509900526,3,1
sqlite3BtreeGetMeta,0.0,1,1
pcache1TruncateUnsafe,0.32575092705681874,16,1
ntdll.dll@0x38c39,0.15651746466152594,5,2
nsXULDocument::AddChromeOverlays(),0.0,1,1
nppl3260.dll@0x54bb,0.2637687717459505,13,2
"JSScript::NewScriptFromCG(JSContext*, JSCodeGenerator*)",0.30817533871784786,20,1
GetPropCompiler::reset(js::mjit::ic::PICInfo&),0.048184489034369254,7,1
mozalloc.dll@0x1a39,0.2590398235987706,13,1
base::BaseTimer_Helper::OrphanDelayedTask(),0.367540976726388,29,1
nsChromeRegistry::Canonify,0.12215659764630703,4,1
ProcessSingleMorphRun,0.0,1,2
"nsQueryReferent::operator()(nsID const&, void**)",0.38712797208364713,91,1
js::PropertyTree::sweepShapes(JSContext*),0.3824423213901235,31,1
mozilla::layers::SurfaceToTexture,0.39766726170745964,192,1
F_1123003313____________________________________,0.1290757509900526,3,1
js::DeepBail(JSContext*),0.18909255736720781,5,2
"js::TraceRecorder::prop(JSObject*, nanojit::LIns*, unsigned long*, nanojit::LIns**, js::Value*)",0.0,1,1
PL_DHashTableFinish,0.47859052253628365,81,3
arena_purge,0.4491340593750166,60,1
memmove | F613920541____________________,0.0,2,1
StartDraw,0.12215659764630703,4,1
JS_HashTableRawLookup,0.34566399091596656,31,5
arena_malloc_large,0.3682321572766549,28,1
"ArabicShape(HDC__*, void**, unsigned short const*, int, int, tag_SCRIPT_ANALYSIS*, unsigned short*, unsigned short*, tag_SCRIPT_VISATTR*, int*)",0.16287546352840937,4,1
nanojit::Assembler::findRegFor,0.0,1,1
hang | NtUserCallHwndLock,0.6351777554980844,6147,1
arena_run_tree_insert,0.5250062399763955,192,1
XPC_WN_Helper_NewResolve,0.47378339545060566,84,1
"nsHTMLAreaElement::UnbindFromTree(int, int)",0.0,1,1
"nsDocShell::InternalLoad(nsIURI*, nsIURI*, nsISupports*, unsigned int, wchar_t const*, char const*, nsIInputStream*, nsIInputStream*, unsigned int, nsISHEntry*, int, nsIDocShell**, nsIRequest**)",0.29272512837851783,21,1
"mozilla::layers::BasicLayerManager::PushGroupWithCachedSurface(gfxContext*, gfxASurface::gfxContentType)",0.5715850841237962,632,1
nsFrameLoader::Show,0.0,1,1
nsTextControlFrame::IsSingleLineTextControl(),0.2715687054086482,13,1
"nsWindowWatcher::SizeOpenedDocShellItem(nsIDocShellTreeItem*, nsIDOMWindow*, SizeSpec const&)",0.0,1,1
js_Execute,0.24005422825472644,9,4
"nsIFrame::FinishAndStoreOverflow(nsOverflowAreas&, nsSize)",0.3326066582471092,20,1
PL_HashTableRawAdd,0.18336757216618904,6,1
"hang | WaitForSingleObjectEx | WaitForSingleObject | google_breakpad::ExceptionHandler::WriteMinidumpOnHandlerThread(_EXCEPTION_POINTERS*, MDRawAssertionInfo*)",0.37642817155554215,188,1
DbgBreakPoint,0.42236179002230234,71,1
arena_run_tree_remove,0.5403282248820263,329,1
"nsEventReceiverSH::AddEventListenerHelper(JSContext*, JSObject*, unsigned int, int*, int*)",0.12215659764630703,4,1
ExternalResourceShower,0.0,4,1
3vbar.dll@0x3b317,0.15651746466152594,5,1
nsLineLayout::ReflowFrame,0.0,3,7
Java_netscape_javascript_JSObject_call,0.1290757509900526,3,1
"arena_dalloc | free | nsDisplayListBuilder::LeavePresShell(nsIFrame*, nsRect const&)",0.6339297144213816,2317,1
nsDSURIContentListener::CheckFrameOptions(nsIRequest*),0.0,1,1
-[NSTableView drawRowIndexes:clipRect:],0.08143773176420468,2,1
nsGenericElement::UnbindFromTree,0.5028010291967261,130,1
WrappedNativeSuspecter,0.5595912887809488,252,1
RtlpCoalesceFreeBlocks,0.5398823099801924,569,3
regexp_finalize,0.42963714977038686,60,1
js_SetupLocks,0.0,1,1
sqlite3VdbeIdxRowidLen,0.08143773176420468,2,1
nsAttrValue::GetAtomCount,0.08143773176420468,2,1
"hang | mozilla::plugins::PPluginScriptableObjectParent::CallGetChildProperty(mozilla::plugins::PPluginIdentifierParent*, bool*, bool*, mozilla::plugins::Variant*, bool*)",0.6345106957142445,7936,3
mozilla::storage::Statement::Finalize(),0.0,1,1
PR_Close,0.2817282642151927,11,1
arena_dalloc_small | arena_dalloc | free | clearPrefEntry,0.5627930234539948,3122,1
JS_HashString,0.0,1,1
"wcslen | std::basic_string<unsigned short, std::char_traits<unsigned short>, std::allocator<unsigned short> >::assign(unsigned short const*)",0.16287546352840937,4,1
JS_SetPrivate,0.5054595918053042,117,2
MOZ_PNG_build_gamma_tab,0.0,1,1
PR_DestroyPollableEvent,0.23730768325289922,11,1
Exception,0.0,1,1
"nsGenericElement::SetAttr(int, nsIAtom*, nsIAtom*, nsAString_internal const&, int)",0.39798560055978416,57,1
nsTransitionManager::WillRefresh(mozilla::TimeStamp),0.37678153505237405,38,1
ffplugin.dll@0x173ee4,0.3275367013663557,20,1
operator new(unsigned int) | js::InitJIT(js::TraceMonitor*),0.05879218654448032,5,1
sqlite3MemFree,0.0,2,1
js::MarkRangeConservatively,0.18909255736720781,5,3
SocketSend,0.5477616512369946,1032,1
nsXULTemplateBuilder::Uninit,0.5779009967099263,1800,1
ComputeLineHeight,0.2669214038944282,11,1
nsAttrValue::ToString(nsAString_internal&),0.4399110271052172,61,1
DrawBorderImage,0.22862461710944693,7,1
hang | F342576760__________________________,0.6319693032399936,6850,1
nsIFrame::BuildDisplayListForChild,0.21051348275425724,6,1
"nsHttpTransaction::HandleContent(char*, unsigned int, unsigned int*, unsigned int*)",0.1290757509900526,3,1
gfxFontFamily::FindFontForChar,0.2715687054086482,13,1
"xpc::WrapperFactory::Rewrap(JSContext*, JSObject*, JSObject*, JSObject*, unsigned int)",0.579232422777657,793,1
nsZipArchive::BuildFileList,0.1290757509900526,3,1
js_GetStringBytes,0.2669214038944282,11,1
FlashPlayer-10.4-10.5@0x21ee79,0.12215659764630703,4,1
nsCycleCollector::BeginCollection,0.17330643811371008,7,1
nsSelectionState::DoTraverse,0.21051348275425724,6,1
arena_dalloc_small | arena_dalloc | free | nsStandardURL::Release(),0.2783782592244278,12,1
nsINode::GetCurrentDoc(),0.3952218652180961,40,3
"js::PropertyCache::fullTest(JSContext*, unsigned char*, JSObject**, JSObject**, js::PropertyCacheEntry*)",0.5029776347890551,177,1
nsDOMUIEvent::GetLayerPoint(),0.07478392981391614,3,1
PR_AtomicDecrement | nsSupportsCStringImpl::Release(),0.0,1,1
nsDisplayClip::nsDisplayClip,0.0,1,1
"NS_AccumulateFastLoadChecksum(unsigned int*, unsigned char const*, unsigned int, int)",0.30124253532566964,70,1
vksaver.dll@0x3398,0.5812872727292551,3568,1
JS_ArenaRelease,0.4537507124344166,73,1
nsZipArchive::GetItem,0.1290757509900526,3,2
nsIFrame::IsBoxFrame,0.0,1,1
nsXPConnect::Traverse,0.5358412256923532,169,1
nsDownload::UpdateDB(),0.3793273755966454,33,1
nsAccessibleWrap::GetHWNDFor(nsAccessible*),0.31698880684104747,19,1
RtlpDeCommitFreeBlock | nvlsp.dll@0x5d0d,0.43392300085089947,515,1
nanojit::LIns::isTramp(),0.1290757509900526,3,1
RtlpOptimizeSRWLockList,0.5635308029896902,2299,1
"nsFrameManager::ReResolveStyleContext(nsPresContext*, nsIFrame*, nsIContent*, nsStyleChangeList*, nsChangeHint, int)",0.42770410982076446,55,1
"js::LookupPropertyWithFlags(JSContext*, JSObject*, int, unsigned int, JSObject**, JSProperty**)",0.5571983159005687,2428,1
nsHtml5TreeBuilder::flushCharacters(),0.0,1,3
nsNSSSocketInfo::EnsureDocShellDependentStuffKnown(),0.1290757509900526,3,2
JS_IsExceptionPending,0.08143773176420468,2,3
RtlpFlushCacheContents,0.36746323026187167,32,1
"js::PropertyTree::getChild(JSContext*, js::Shape*, js::Shape const&)",0.2669214038944282,11,1
nsAttrName::ReleaseInternalName,0.0,1,1
nsGenericElement::GetAttrCount(),0.1290757509900526,3,1
nsBlockFrame::ReflowBlockFrame,0.0,1,2
nsHTMLTextFieldAccessible::NativeRole(),0.07478392981391614,3,2
hang | iavcdec_reseek_status,0.1562216615781208,6,1
EnableTraceHintAt,0.27089124665392195,19,1
RtlpUpdateUCRIndexRemove,0.12215659764630703,4,1
DoMatch,0.2648053039303937,12,1
"XPCCallContext::XPCCallContext(XPCContext::LangType, JSContext*, JSObject*, JSObject*, int, unsigned int, int*, int*)",0.2521145435736637,11,1
DllGetClassObject,0.16287546352840937,4,1
"nsBidiPresUtils::RemoveBidiContinuation(nsIFrame*, int, int, int&)",0.0,1,1
CrashIfInvalidSlot,0.5406267083514216,293,3
"XPCCallContext::XPCCallContext(XPCContext::LangType, JSContext*, JSObject*, JSObject*, int, unsigned int, unsigned __int64*, unsigned __int64*)",0.2521145435736637,11,1
nvapi.dll@0x508ce,0.3611777205794658,106,1
jvm.dll@0xbc228,0.2714924940577058,28,2
js_SetProperty,0.0,1,1
arena_malloc,0.08143773176420468,2,1
"_purecall | nsXPTCStubBase::QueryInterface(nsID const&, void**)",0.44406525433354216,64,1
hang | RtlpWaitOnCriticalSection | EtwEventEnabled | F_1706698279__________________________________,0.5895059690283307,1215,1
"nsFileOutputStream::Write(char const*, unsigned int, unsigned int*)",0.32783944771077794,139,2
js::ExecuteTree,0.4466489807358222,129,6
js_IsDelegate,0.0,1,1
"nsIEProfileMigrator::Migrate(unsigned short, nsIProfileStartup*, unsigned short const*)",0.2787269887250701,21,1
nsPurpleBuffer::SelectPointers(GCGraphBuilder&),0.5691086252787503,430,2
nsGenericElement::DestroyContent(),0.37417966851608553,34,2
DebugBreak,0.42236179002230234,71,1
nsExternalAppHandler::nsExternalAppHandler,0.07478392981391614,3,1
F360209511_________________,0.25374646101935255,19,1
cp_backLine_1,0.28859151352053874,46,1
"memcpy | nsAString_internal::Assign(wchar_t const*, unsigned int)",0.3842629957035669,33,1
"js::gc::TypedMarker(JSTracer*, JSString*)",0.35422554141105306,23,1
crc32_little,0.25567964372601204,15,1
mozalloc_abort(char const* const) | mozalloc_handle_oom() | xul.dll@0xe08a5,0.0,1,1
"nsStandardURL::SchemeIs(char const*, int*)",0.3654211034190315,29,2
"nsExternalHelperAppService::GetTypeFromURI(nsIURI*, nsACString_internal&)",0.0,1,1
orangetoolbar.dll@0x713f,0.459878355208964,628,1
js::PropertyTable::search,0.6277692358221941,1170,4
hang | RtlpWaitOnCriticalSection | EtwEventEnabled | PR_Lock,0.2772131794710503,21,1
js::Shape::getChild,0.39444925111545365,35,1
gfxWindowsPlatform::VerifyD2DDevice(bool),0.4303070462708847,379,1
